#lat_deg,#lon_deg,#clean_adm2,#water_source_category,#water_tech_category,#install_year,#management_clean,#subjective_quality,water_point_population,local_population_1km,crucialness_score
9.2157646,9.8600157,Langtang North,Well,Mechanized Pump,2010,NA,Acceptable quality,557,619,0.89983844911147
9.62271,7.3703283,Kachia,Well,Hand Pump,NA,Community Management,Acceptable quality,1017,1017,1
9.4414650000000009,7.9511467,Jaba,Well,Hand Pump,NA,NA,No because of Colour,762,1534,0.496740547588005
10.275425,11.187751,Akko,Well,Mechanized Pump,2011,Community Management,Acceptable quality,1726,2368,0.728885135135135
11.64661,3.9827117,Dandi,Well,Hand Pump,NA,NA,Acceptable quality,142,607,0.233937397034596
10.084321,6.7388275,Shiroro,Spring,Mechanized Pump,2009,NA,Acceptable quality,303,1904,0.159138655462185
9.94386,11.327127,Kaltungo,Well,Hand Pump,NA,NA,Acceptable quality,49,430,0.113953488372093
10.58019,7.4509917,Kaduna North,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,4717,8053,0.585744443064696
9.7275403,11.146159,Shomgom,Well,Mechanized Pump,2012,Direct Government Operation,Acceptable quality,508,4394,0.115612198452435
9.2359067,11.408002,Lau,Well,Hand Pump,2004,NA,Acceptable quality,3427,3427,1
9.3596732,9.6967754,Kanke,Well,Hand Pump,2014,NA,Acceptable quality,73,608,0.120065789473684
11.754503,6.8322867,Tsafe,Well,Hand Pump,NA,NA,Acceptable quality,2156,8395,0.256819535437761
9.5798222,9.1368103,Mangu,Well,Mechanized Pump,2012,NA,Acceptable quality,1217,1249,0.974379503602882
10.671898,7.8603067,Igabi,Well,Hand Pump,NA,NA,No because of Taste,99,203,0.487684729064039
9.1350957,9.788771,Langtang North,Well,Hand Pump,NA,NA,No because of Odour,42,385,0.109090909090909
9.5462967,8.1219183,Jaba,Well,Hand Pump,NA,Community Management,No because of Colour,996,5123,0.194417333593598
9.7991331,8.8472024,Jos South,Well,Hand Pump,2001,NA,No because of Colour,2660,5087,0.522901513662276
9.3796358,8.2399501,Jema'a,Well,Hand Pump,NA,NA,No because of Taste,4171,4171,1
11.592663,3.9705967,Dandi,Well,Hand Pump,NA,NA,Acceptable quality,83,190,0.436842105263158
10.022962,9.5617658,Dass,Well,Hand Pump,2014,NA,No because of Colour,1223,1446,0.845781466113416
9.3710568,9.9833046,Kanam,Well,Mechanized Pump,NA,NA,Acceptable quality,143,506,0.282608695652174
9.7153226,8.6646793,Jos South,Well,Hand Pump,2011,NA,Acceptable quality,1628,1628,1
9.76516,11.138303,Billiri,Well,Hand Pump,1989,NA,Acceptable quality,1531,7388,0.207227937195452
9.4845761,9.5243611,Kanke,Well,Hand Pump,2009,NA,No because of Taste,318,662,0.48036253776435
10.734962,7.332925,Igabi,Well,Hand Pump,NA,NA,No because of Taste,101,314,0.321656050955414
10.606543,8.7556067,Doguwa,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,881,1851,0.475958941112912
9.6883169,11.501145,Balanga,Well,Hand Pump,1986,Community Management,Acceptable quality,378,682,0.55425219941349
11.198665,5.4867167,Sakaba,Well,Hand Pump,2011,NA,Acceptable quality,391,536,0.729477611940298
9.6338795,8.7585734,Jos South,Well,Hand Pump,2009,NA,Acceptable quality,1483,3199,0.463582369490466
8.725275,7.3752117,Kuje,Well,Mechanized Pump,2007,Direct Government Operation,Acceptable quality,6546,6546,1
9.8110946,11.27318,Shomgom,Well,Mechanized Pump,NA,NA,Acceptable quality,356,5313,0.067005458309806
10.525804,10.08801,Ganjuwa,Well,Hand Pump,2011,NA,Acceptable quality,193,1065,0.181220657276995
9.1483889,6.6388441,Lapai,Well,Hand Pump,NA,NA,No because of Colour,513,1016,0.50492125984252
9.7285691,6.0701551,Wushishi,Spring,Hand Pump,2003,NA,Acceptable quality,339,2315,0.146436285097192
10.767983,7.6751583,Igabi,Well,Hand Pump,NA,NA,Acceptable quality,1172,2155,0.54385150812065
9.1586701,9.0570474,Bokkos,Well,Hand Pump,NA,NA,Acceptable quality,272,407,0.668304668304668
10.707531,5.2308164,Rijau,Well,Hand Pump,2006,NA,Acceptable quality,814,4734,0.171947613012252
9.4307635,6.6267738,Paikoro,Spring,Hand Pump,2009,NA,Acceptable quality,150,623,0.240770465489567
9.56067,7.9823533,Kachia,Well,Hand Pump,NA,School Management,No because of Colour,355,993,0.357502517623364
10.531513,7.369355,Igabi,Well,Hand Pump,NA,NA,Acceptable quality,8308,8595,0.966608493310064
9.9470033,10.98409,Akko,Well,Hand Pump,2010,NA,Acceptable quality,377,744,0.506720430107527
9.9121633,11.167187,Billiri,Well,Mechanized Pump,2009,NA,Acceptable quality,1347,1508,0.893236074270557
9.3759150000000009,7.9228767,Jaba,Well,Hand Pump,NA,Community Management,Acceptable quality,1113,1113,1
10.4005,10.356907,Kirfi,Well,Hand Pump,NA,NA,Acceptable quality,1654,5004,0.330535571542766
10.789803,10.573287,Darazo,Well,Hand Pump,1998,Community Management,Acceptable quality,707,707,1
9.5528139,8.8074764,Riyom,Well,Hand Pump,2010,Community Management,No because of Colour,944,2584,0.365325077399381
10.066918,11.512415,Yamaltu/Deba,Well,Hand Pump,2004,Community Management,Acceptable quality,946,2326,0.4067067927773
9.7610034,8.8774065,Jos South,Well,NA,2004,NA,Acceptable quality,829,2882,0.28764746703678
10.652895,6.2288533,Birnin Gwari,Well,Hand Pump,NA,Community Management,Acceptable quality,2190,2190,1
10.693668,7.3383817,Igabi,Well,Hand Pump,NA,NA,No because of Odour,2170,2170,1
9.6070935,8.7970249,Riyom,Well,NA,2009,NA,No because of Colour,412,412,1
8.6335802,9.5206102,Shendam,Well,Hand Pump,2009,NA,Acceptable quality,615,2351,0.261590812420247
10.52362,7.4608267,Kaduna North,Well,Hand Pump,NA,Community Management,No because of Odour,1972,15006,0.131414101026256
10.910984,5.7021923,Mariga,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,16,124,0.129032258064516
10.120533,7.8320817,Kajuru,Well,Hand Pump,NA,Other,Acceptable quality,630,1293,0.48723897911833
9.7679623,8.8599133,Jos South,Well,Hand Pump,2014,NA,No because of Odour,7579,10017,0.756613756613757
10.57962,7.417475,Igabi,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,1644,6260,0.262619808306709
9.662674,9.0654858,Barkin Ladi,Well,Mechanized Pump,2007,NA,Acceptable quality,1478,2594,0.569776407093292
10.787635,10.587342,Dukku,Well,Hand Pump,1998,NA,Acceptable quality,503,503,1
9.4845667,7.881345,Kagarko,Well,Hand Pump,NA,Community Management,Acceptable quality,579,579,1
10.648612,8.6794417,Doguwa,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,952,2093,0.454849498327759
10.693817,7.517635,Igabi,Well,Hand Pump,NA,NA,Acceptable quality,117,2548,0.045918367346939
9.0100023,9.485988,Mikang,Well,Hand Pump,NA,NA,Acceptable quality,553,1062,0.520715630885122
9.8973355,9.6560505,Tafawa-Balewa,Well,Hand Pump,2010,Other,Acceptable quality,163,486,0.335390946502058
10.143668,11.340384,Akko,Well,Hand Pump,2013,Community Management,Acceptable quality,0,0,NA
8.949485,9.242946,Qua'an Pan,Well,Hand Pump,NA,NA,Acceptable quality,770,5595,0.137622877569258
9.685039,9.6120751,Bogoro,Well,Hand Pump,2013,Community Management,Acceptable quality,583,896,0.650669642857143
9.6241866,8.8960139,Barkin Ladi,Well,Hand Pump,2011,NA,Acceptable quality,1478,2661,0.5554302893649
10.694225,8.6235367,Doguwa,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,741,5104,0.145180250783699
10.856067,11.431144,Funakaye,Well,Mechanized Pump,2003,Other,Acceptable quality,15,178,0.084269662921348
10.654612,4.5424923,Agwara,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,34,34,1
9.7251184,11.755585,Balanga,Well,Hand Pump,2009,Other,No because of Taste,1316,1333,0.987246811702926
9.608044,8.310845,Zangon Kataf,Well,Hand Pump,NA,NA,No because of Taste,1127,2361,0.477340110122829
9.8812223,11.214206,Billiri,Well,Hand Pump,2014,Community Management,Acceptable quality,1950,8209,0.237544158850043
9.9001457,4.7509224,Mashegu,Well,Hand Pump,2006,NA,Acceptable quality,1245,1245,1
10.320878,11.35574,Yamaltu/Deba,Well,Hand Pump,NA,NA,Acceptable quality,226,226,1
9.1962881,9.5159749,Pankshin,Well,Hand Pump,2013,Other,Acceptable quality,72,462,0.155844155844156
10.539723,7.3990033,Igabi,Well,Hand Pump,NA,NA,No because of Taste,1449,3576,0.405201342281879
8.9875392,9.8741332,Wase,Well,Hand Pump,2008,NA,Acceptable quality,1225,2762,0.443519188993483
9.692415,11.139338,Shomgom,Well,Hand Pump,NA,Community Management,Acceptable quality,718,1393,0.515434314429289
9.0955817,8.653045,Wamba,Well,Mechanized Pump,NA,NA,No because of Colour,342,874,0.391304347826087
10.424148,7.8036517,Kajuru,Well,Hand Pump,NA,Other,No because of Colour,1630,5673,0.287325929843116
10.951887,7.5458383,Igabi,Well,Hand Pump,NA,NA,No because of Odour,863,863,1
9.7084761,9.0444247,Jos East,Well,Hand Pump,2012,NA,Acceptable quality,805,853,0.943728018757327
10.886797,7.65374,Igabi,Well,Hand Pump,NA,NA,No because of Taste,332,342,0.970760233918129
10.139842,11.231283,Akko,Well,Hand Pump,2006,NA,Acceptable quality,105,224,0.46875
8.8102344,11.805099,Zing,Well,Hand Pump,NA,NA,Acceptable quality,416,1967,0.211489578037621
9.9589219,11.733569,Balanga,Well,Hand Pump,2013,Community Management,No because of Taste,402,444,0.905405405405405
9.5853117,11.101385,Shomgom,Well,Hand Pump,2013,Community Management,Acceptable quality,67,780,0.085897435897436
9.3515264,9.6985149,Kanke,Well,Hand Pump,1983,NA,Acceptable quality,111,793,0.139974779319042
9.1343429,4.8153942,Mokwa,Well,Mechanized Pump,2009,Other,Acceptable quality,1767,3041,0.581058862216376
9.1036319,8.8422841,Bokkos,Well,Mechanized Pump,2009,NA,No because of Colour,410,1023,0.400782013685239
9.5598455,9.0245283,Mangu,Well,Mechanized Pump,2012,Community Management,Acceptable quality,373,398,0.937185929648241
9.7532095,8.8950103,Jos South,Well,Hand Pump,2012,NA,No because of Colour,2600,2666,0.975243810952738
9.2177034,7.1715741,Suleja,Well,Hand Pump,NA,NA,Acceptable quality,4648,25532,0.182046059846467
9.1670383,7.3780867,Bwari,Well,Hand Pump,NA,NA,Acceptable quality,609,3443,0.176880627359861
9.3127978,9.6646715,Kanke,Well,Hand Pump,2012,NA,Acceptable quality,257,467,0.550321199143469
9.7158667,8.5052067,Kaura,Well,Mechanized Pump,NA,NA,No because of Colour,715,1475,0.484745762711864
10.09667,12.335402,Shelleng,Well,Hand Pump,2013,NA,Acceptable quality,7708,13884,0.55517142033996
9.0390817,11.06869,Ardo-Kola,Well,Hand Pump,NA,NA,Acceptable quality,323,640,0.5046875
9.4089998,9.2133543,Mangu,Well,Hand Pump,2004,NA,Acceptable quality,573,780,0.734615384615385
10.530631,4.6169998,Ngaski,Well,Hand Pump,1970,NA,No because of Odour,230,1381,0.166545981173063
10.046838,11.126865,Akko,Well,Hand Pump,2007,NA,Acceptable quality,551,551,1
9.8695147,8.8816197,Jos North,Well,Hand Pump,NA,NA,No because of Taste,4375,5921,0.738895456848505
10.4055,7.7394117,Chikun,Well,Hand Pump,NA,Community Management,Acceptable quality,572,585,0.977777777777778
9.528135,7.9487967,Kachia,Well,Hand Pump,NA,Community Management,Acceptable quality,482,969,0.497420020639835
9.7344356,8.8324033,Jos South,Well,Hand Pump,NA,NA,Acceptable quality,977,4093,0.238700219887613
8.5270333,8.316065,Lafia,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,1102,2152,0.512081784386617
9.4780736,9.6764591,Kanke,Well,Hand Pump,2014,NA,Acceptable quality,34,141,0.24113475177305
9.362035,7.9730217,Jaba,Well,Hand Pump,NA,NA,No because of Colour,819,3192,0.256578947368421
9.4828745,8.1473626,Jaba,Well,Hand Pump,NA,NA,No because of Odour,907,5157,0.175877448128757
9.1928022,9.3494327,Pankshin,Well,Mechanized Pump,2014,Community Management,Acceptable quality,397,1357,0.292557111274871
10.802797,7.6971417,Igabi,Well,Hand Pump,NA,NA,No because of Odour,2081,2113,0.984855655466162
9.4829983,9.3329317,Pankshin,Well,Hand Pump,2014,Community Management,Acceptable quality,1460,1610,0.906832298136646
9.5425672,10.989068,Karim Lamido,Well,Hand Pump,2011,Other,Acceptable quality,1201,3683,0.32609285908227
10.128202,6.0490853,Rafi,Well,Hand Pump,1999,Community Management,Acceptable quality,542,3184,0.170226130653266
10.954872,8.44713,Kubau,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,650,2768,0.234826589595376
9.2897492,6.0671085,Gbako,Well,Mechanized Pump,NA,NA,Acceptable quality,682,1000,0.682
10.506553,7.4252917,Kaduna South,Well,Hand Pump,NA,Direct Government Operation,No because of Colour,175,1596,0.109649122807018
9.4950433,9.3069433,Pankshin,Well,Hand Pump,2010,Community Management,Acceptable quality,1373,1789,0.767467859139184
9.3081903,9.616098,Kanke,Well,Hand Pump,NA,NA,No because of Odour,175,184,0.951086956521739
11.339337,5.5888,Danko Wasagu,Well,Mechanized Pump,NA,NA,Acceptable quality,69,741,0.093117408906883
9.3299913,5.5739143,Lavun,Well,Mechanized Pump,2007,Community Management,Acceptable quality,232,447,0.519015659955257
9.8055884,11.487401,Kaltungo,Well,Mechanized Pump,2012,Community Management,Acceptable quality,172,920,0.18695652173913
10.014597,11.26849,Billiri,Well,Hand Pump,2007,Community Management,Acceptable quality,0,0,NA
9.1386532,9.3456191,Pankshin,Well,Hand Pump,2012,NA,No because of Colour,1123,1163,0.965606190885641
10.556555,7.7265317,Chikun,Well,Hand Pump,NA,NA,Acceptable quality,270,837,0.32258064516129
10.53287,7.4653567,Kaduna North,Well,Hand Pump,NA,Community Management,Acceptable quality,1470,10553,0.139296882403108
9.381435,11.467965,Karim Lamido,Well,Mechanized Pump,2007,NA,Acceptable quality,1575,4449,0.354012137559002
9.34724,9.8851423,Kanam,Well,Hand Pump,2010,NA,No because of Taste,2009,2009,1
9.4048154,9.5248496,Kanke,Well,Mechanized Pump,2012,NA,Acceptable quality,336,336,1
10.356245,11.42915,Yamaltu/Deba,Well,Hand Pump,NA,NA,Acceptable quality,1643,7465,0.220093770931011
9.7232209,8.7972233,Jos South,Well,Hand Pump,NA,NA,Acceptable quality,4720,9412,0.50148746281343
9.9618788,11.800675,Balanga,Well,Hand Pump,2014,Other,Acceptable quality,1223,4127,0.296341167918585
9.9846553,11.371724,Kaltungo,Well,Hand Pump,2012,Community Management,Acceptable quality,783,783,1
9.0325333,11.070887,Ardo-Kola,Well,Hand Pump,NA,NA,Acceptable quality,199,551,0.361161524500907
10.276327,11.178308,Akko,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,65,519,0.1252408477842
10.078774,9.6363167,Bauchi,Well,Hand Pump,2013,NA,Acceptable quality,962,962,1
9.4153817,7.9606467,Jaba,Well,Hand Pump,NA,Other,No because of Colour,1063,3762,0.282562466772993
8.3161739,8.8468747,Obi,Well,Mechanized Pump,NA,NA,Acceptable quality,1804,6796,0.265450264861683
9.6008381,6.5166478,Chanchaga,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,3610,12735,0.283470749901845
9.5667537,8.9677612,Barkin Ladi,Well,Hand Pump,2012,NA,No because of Colour,54,134,0.402985074626866
9.5849767,7.9501033,Kachia,Well,Hand Pump,NA,Community Management,Acceptable quality,1030,2604,0.395545314900154
9.02135,11.62029,Yorro,Well,Hand Pump,1987,Community Management,Acceptable quality,23,125,0.184
10.688043,6.595055,Birnin Gwari,Well,Hand Pump,NA,Community Management,Acceptable quality,852,852,1
9.2909311,6.1844109,Katcha,Well,Hand Pump,2008,Community Management,Acceptable quality,569,574,0.991289198606272
8.8401984,11.789684,Zing,Well,Hand Pump,2008,NA,Acceptable quality,387,1405,0.275444839857651
10.957324,8.1917483,Soba,Well,Hand Pump,NA,Community Management,Acceptable quality,1085,1085,1
9.5289601,9.23574,Mangu,Well,Hand Pump,2012,NA,Acceptable quality,168,168,1
10.513905,8.47224,Lere,Well,Hand Pump,NA,Community Management,Acceptable quality,2752,2752,1
10.646313,6.3507683,Birnin Gwari,Well,Hand Pump,NA,Community Management,Acceptable quality,6416,6617,0.969623696539217
10.583032,7.4176267,Igabi,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,1187,4126,0.287687833252545
11.897765,6.955855,Tsafe,Well,Hand Pump,NA,NA,Acceptable quality,2012,5990,0.335893155258765
9.4060263,9.2212041,Mangu,Well,Hand Pump,NA,NA,Acceptable quality,957,1152,0.830729166666667
9.937718,11.405207,Kaltungo,Well,Hand Pump,1990,Community Management,Acceptable quality,137,137,1
9.6136517,8.38828,Kaura,Well,Hand Pump,NA,NA,No because of Odour,652,4193,0.155497257333651
9.0727617,8.6120783,Wamba,Well,Hand Pump,NA,NA,No because of Colour,1580,2937,0.537963908750426
9.4102216,7.178388,Gurara,Well,Hand Pump,2014,Community Management,Acceptable quality,1345,2524,0.532884310618066
8.8134245,9.662756,Shendam,Well,Hand Pump,2014,NA,No because of Colour,486,1466,0.331514324693042
9.3723833,11.46163,Karim Lamido,Well,Hand Pump,2013,NA,Acceptable quality,851,4674,0.182071031236628
9.1794106,9.9981817,Wase,Well,Hand Pump,2014,NA,Acceptable quality,1743,1743,1
8.891315,11.5783,Yorro,Well,Hand Pump,2013,NA,Acceptable quality,218,1079,0.202038924930491
9.9930058,9.1239491,Jos East,Well,Hand Pump,2007,Community Management,No because of Colour,1006,1054,0.954459203036053
8.5486033,10.976622,Gassol,Well,Mechanized Pump,2011,Community Management,Acceptable quality,205,415,0.493975903614458
8.8618272,11.229671,Ardo-Kola,Well,Hand Pump,2007,Other,Acceptable quality,0,0,NA
9.7501249,8.8874949,Jos South,Well,Hand Pump,2011,NA,Acceptable quality,2389,2709,0.88187523071244
9.7355867,11.78108,Balanga,Well,Hand Pump,2012,Other,Acceptable quality,686,2778,0.246940244780418
10.248213,8.26798,Kauru,Well,Hand Pump,NA,NA,Acceptable quality,318,2183,0.145671094823637
9.7688,8.8599126,Jos South,Well,Hand Pump,2014,NA,No because of Odour,7373,9469,0.778646108353575
10.247271,4.6577173,Ngaski,Well,Hand Pump,1974,Direct Government Operation,No because of Taste,396,1080,0.366666666666667
11.792498,8.1053533,Karaye,Spring,Hand Pump,NA,NA,Acceptable quality,4067,4067,1
10.829805,5.8206763,Mariga,Well,Hand Pump,2003,Community Management,Acceptable quality,177,2288,0.07736013986014
9.6873339,8.7524754,Jos South,Well,Mechanized Pump,NA,Community Management,Acceptable quality,2774,3026,0.916721744877726
9.6180040000000009,8.9719737,Barkin Ladi,Well,Mechanized Pump,2012,NA,Acceptable quality,1666,1666,1
10.048225,7.99181,Kachia,Well,Hand Pump,NA,Community Management,Acceptable quality,1748,3598,0.485825458588104
9.2590124,11.617544,Lau,Well,Hand Pump,2011,Community Management,Acceptable quality,428,3723,0.114961052914316
9.5218504,9.097474,Mangu,Well,Hand Pump,NA,NA,Acceptable quality,1668,3244,0.514180024660912
9.7874531,8.8663768,Jos South,Well,Hand Pump,NA,NA,Acceptable quality,3482,9599,0.362746119387436
9.1036633,6.9840483,Gwagwalada,Well,Mechanized Pump,2009,Direct Government Operation,Acceptable quality,467,1743,0.267928858290304
10.468197,11.289397,Kwami,Well,Hand Pump,NA,NA,Acceptable quality,758,4865,0.155806783144913
9.296609,9.560265,Kanke,Well,Hand Pump,NA,NA,Acceptable quality,82,347,0.236311239193084
9.0504415,9.4182298,Pankshin,Well,Hand Pump,2007,NA,Acceptable quality,223,223,1
9.5536565,6.4784615,Bosso,Well,Hand Pump,2004,NA,Acceptable quality,81,315,0.257142857142857
9.2209057,9.8248366,Langtang North,Well,Hand Pump,NA,NA,Acceptable quality,164,1733,0.09463358338142
9.9904399,9.5159731,Dass,Well,Hand Pump,2013,NA,No because of Odour,54,1221,0.044226044226044
8.9018917,11.355173,Ardo-Kola,Well,Hand Pump,2001,Community Management,Acceptable quality,348,695,0.500719424460432
10.0293,8.9637689,Toro,Well,Hand Pump,2014,Community Management,Acceptable quality,1274,5684,0.224137931034483
9.4520467,11.437162,Karim Lamido,Well,Hand Pump,2012,Community Management,Acceptable quality,599,1103,0.543064369900272
9.6690434,11.480626000000001,Balanga,Well,Hand Pump,2005,Community Management,Acceptable quality,904,904,1
11.70683,3.7175383,Dandi,Well,Hand Pump,NA,NA,Acceptable quality,500,500,1
9.1810602,6.5454712,Lapai,Well,Hand Pump,NA,NA,Acceptable quality,352,1996,0.176352705410822
9.9081267,11.009362,Akko,Well,Hand Pump,NA,NA,Acceptable quality,1128,4236,0.26628895184136
11.839735,3.7313983,Dandi,Well,Hand Pump,2004,NA,Acceptable quality,1125,4942,0.227640631323351
9.7547136,9.1383406,Jos East,Well,Hand Pump,NA,NA,Acceptable quality,1122,3893,0.2882096069869
10.184135,12.374599,Shelleng,Well,Hand Pump,2014,NA,Acceptable quality,1230,5078,0.242221346987003
10.705312,7.7518267,Igabi,Well,Hand Pump,NA,NA,No because of Odour,4083,4083,1
10.037135,13.134444,Hong,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,293,348,0.841954022988506
11.196772,5.4583283,Sakaba,Well,Hand Pump,NA,NA,Acceptable quality,815,2100,0.388095238095238
9.0380079,9.7541581,Langtang North,Well,Mechanized Pump,NA,NA,No because of Taste,68,68,1
10.96061,8.3806733,Kubau,Well,Mechanized Pump,NA,NA,No because of Colour,493,5583,0.088303779330109
10.056883,9.5853455,Tafawa-Balewa,Well,Hand Pump,2013,Community Management,Acceptable quality,329,329,1
9.4052177,9.2146179,Mangu,Well,Hand Pump,2011,NA,Acceptable quality,724,1019,0.71050049067713394
10.382439,11.254266,Kwami,Well,Hand Pump,1995,NA,Acceptable quality,54,54,1
8.3164496,8.8468959,Obi,Well,Hand Pump,NA,NA,Acceptable quality,1804,6796,0.265450264861683
9.0700917,8.6104883,Wamba,Well,Hand Pump,NA,NA,No because of Taste,1873,3195,0.58622848200313
9.8537333,11.186648,Billiri,Well,Hand Pump,2000,NA,Acceptable quality,32,477,0.067085953878407
10.050288,10.988446,Akko,Well,Mechanized Pump,2011,NA,Acceptable quality,410,410,1
11.307878,5.564035,Danko Wasagu,Well,Hand Pump,2011,NA,Acceptable quality,1112,1112,1
10.654268,6.2275817,Birnin Gwari,Well,Hand Pump,NA,Community Management,Acceptable quality,2190,2190,1
9.8376017,11.165567,Billiri,Well,Hand Pump,2005,Community Management,Acceptable quality,2176,2176,1
10.225487,8.645945,Lere,Well,Hand Pump,NA,Community Management,Acceptable quality,1187,2372,0.500421585160202
9.2678471,4.8634654,Mokwa,Well,Hand Pump,1994,Direct Government Operation,Acceptable quality,8458,8458,1
8.3942086,8.8510893,Obi,Well,Mechanized Pump,NA,Other,Acceptable quality,295,295,1
9.908835,11.009667,Akko,Well,Mechanized Pump,NA,NA,Acceptable quality,1101,4171,0.263965475905059
9.168055,8.6110233,Sanga,Well,Hand Pump,NA,NA,Acceptable quality,1328,2597,0.511359260685406
9.6339656,8.7591317,Jos South,Well,Hand Pump,NA,NA,Acceptable quality,1493,2998,0.497998665777185
10.90539,4.758385,Yauri,Well,Hand Pump,NA,Other,Acceptable quality,3319,5915,0.561115807269653
9.4360435,6.6360009,Paikoro,Spring,Hand Pump,2010,Community Management,No because of Taste,43,474,0.090717299578059
11.646781,6.2473208,Maru,Spring,Hand Pump,1975,NA,No because of Odour,1665,5622,0.29615795090715
9.8525892,8.6921397,Bassa,Well,Hand Pump,NA,NA,Acceptable quality,1410,4210,0.334916864608076
10.665427,6.5323933,Birnin Gwari,Well,Hand Pump,NA,Community Management,Acceptable quality,87,1029,0.084548104956268
8.8059279,11.810288,Zing,Well,Hand Pump,2008,NA,Acceptable quality,403,1995,0.202005012531328
9.3450278,9.4451832,Kanke,Well,Hand Pump,2007,NA,Acceptable quality,293,293,1
10.939498,8.1883068,Soba,Well,Hand Pump,NA,Community Management,Acceptable quality,1321,4832,0.273385761589404
11.446355,4.675722,Shanga,Well,Hand Pump,NA,Community Management,Acceptable quality,3406,3406,1
10.886572,10.357716,Ganjuwa,Well,Hand Pump,2009,NA,Acceptable quality,446,2269,0.19656236227413
10.930822,5.6121449,Mariga,Well,Hand Pump,2007,Community Management,Acceptable quality,295,976,0.302254098360656
10.562753,6.3204083,Birnin Gwari,Well,Hand Pump,NA,Other,Acceptable quality,874,2102,0.415794481446242
9.3870188,11.377743,Karim Lamido,Well,Hand Pump,2010,Community Management,Acceptable quality,45,93,0.483870967741936
9.3726257,9.6163167,Kanke,Well,Hand Pump,2013,NA,No because of Colour,257,1825,0.140821917808219
9.5634705,5.9183655,Wushishi,Well,Hand Pump,2013,Direct Government Operation,Acceptable quality,198,381,0.519685039370079
9.0484966,6.5738856,Lapai,Well,Mechanized Pump,NA,Other,Acceptable quality,69,1747,0.039496279336005
9.2715154,10.027169,Wase,Well,Hand Pump,2014,NA,No because of Taste,29,29,1
9.5419723,10.98532,Karim Lamido,Well,Mechanized Pump,NA,NA,Acceptable quality,1019,4244,0.240103675777568
11.153903,5.439065,Sakaba,Well,Hand Pump,NA,NA,No because of Colour,330,706,0.46742209631728
9.2411567,10.894378,Karim Lamido,Well,Hand Pump,2013,NA,Acceptable quality,785,1140,0.68859649122807
9.4618697,8.4666365,Jema'a,Well,Hand Pump,NA,NA,No because of Odour,4135,4150,0.996385542168675
10.692905,7.8263217,Igabi,Well,Hand Pump,NA,NA,No because of Colour,579,2341,0.247330200768902
10.5755,7.4374333,Kaduna North,Well,Hand Pump,NA,Community Management,Acceptable quality,6794,14932,0.454995981784088
9.5337283,7.9733717,Kachia,Well,Hand Pump,NA,Community Management,Acceptable quality,1082,3343,0.323661381992223
10.667492,7.3884233,Igabi,Well,Hand Pump,NA,NA,No because of Taste,1006,1006,1
9.7214854,8.8318285,Jos South,Well,Hand Pump,NA,NA,Acceptable quality,3145,4079,0.771022309389556
9.6664567,8.4582517,Kaura,Well,Hand Pump,NA,Community Management,No because of Colour,5907,6444,0.916666666666667
9.19324,7.6277383,Karu,Well,Hand Pump,NA,NA,No because of Colour,581,1010,0.575247524752475
9.7574188,8.9079083,Jos South,Well,Hand Pump,2014,NA,No because of Colour,879,879,1
9.0933857,3.8423213,Irepo,Well,Hand Pump,2013,Other,Acceptable quality,228,1398,0.163090128755365
10.97217,7.7799573,Zaria,Well,Hand Pump,NA,Community Management,Acceptable quality,804,3807,0.211189913317573
9.0458675,9.6265389,Mikang,Well,Hand Pump,2012,Community Management,Acceptable quality,483,483,1
9.0755413,10.057113,Wase,Well,Hand Pump,2012,Community Management,No because of Taste,796,2644,0.301059001512859
9.2129309,9.8179987,Langtang North,Well,Hand Pump,NA,NA,Acceptable quality,39,165,0.236363636363636
10.695003,11.454523,Funakaye,Well,Hand Pump,2013,Community Management,Acceptable quality,2413,2413,1
10.171068,11.252277,Akko,Well,Hand Pump,2011,Community Management,Acceptable quality,447,2175,0.20551724137931
9.8836367,8.4907617,Kauru,Well,Hand Pump,NA,NA,Acceptable quality,118,1054,0.111954459203036
9.9418781,11.229241,Billiri,Well,Hand Pump,NA,NA,Acceptable quality,260,534,0.48689138576779
11.553896,5.4127056,Zuru,Spring,Hand Pump,NA,Direct Government Operation,Acceptable quality,659,659,1
10.072749,10.283395,Bauchi,Well,Hand Pump,2008,Community Management,Acceptable quality,169,1122,0.150623885918004
10.37984,11.192105,Kwami,Well,Hand Pump,NA,NA,Acceptable quality,2540,2540,1
9.0112375,9.8411211,Wase,Well,Hand Pump,2014,NA,No because of Colour,256,664,0.385542168674699
10.416923,6.4070182,Rafi,Well,Hand Pump,2000,Community Management,Acceptable quality,182,1159,0.157031924072476
